codarticolo,descrizione,anima,copertura,spire_reali,velocita calcolata,kg_ora,spandex,ciclo,no_cicli,ore_levata,Divisore,peso elastomero,Peso spola,programma ribobinatura S,programma ribobinatura Z,programma termofissaggio,kw tempo,kw percentuale,fine validita
X21-2284V2DN,"Ly22/8f5 dc tpm 2100 st. 3,4 (DE)",Lycra 22 16AL,8f5 riciclato 25% parallelo PA 66,2118,20200,"0,19","0,35",2x18 gg + 21 h (906),2,453,,320,,,29,,,,
X21-2286DN,"Ro22/78f70x2 DC tpm 700 st. 3,0 (DA)",Roica 22 B845,78f70x2 test. PA 6,700,11800,"4,34","0,75",15 x 1 gg + 21 h (676),15,"45,07",,510,750,,RD,,,,
X21-2291S+ZF,"K22/44f48 S tpm 600 st. 2,9 (CL)",Mobilon 22 K,44f48 test. Z  hydro recy. 50%  PA 66,580,14000,2,"1,13",8 x 1 gg + 23 h (379),8,"47,38",,440,370,16,23,10,,,
X21-2291SF,"K22/44f48 Z tpm 600 st. 2,9 (CL)",Mobilon 22 K,44f48 test. Z PA 66,580,15500,"2,28","1,25",7 x 2 gg + 2 h (350),7,50,,440,370,16,,10,,,
X21-2291ZF,"K22/44f48 S+Z tpm 600 st. 2,9 (CL)",Mobilon 22 K,44f48 test. S+Z  hydro recy. 50%  PA 66,580,14000,2,"1,13",8 x 1 gg + 23 h (379),8,"47,38",,440,370,,23,10,,,
X21-2291ZN,"K22/44f48 S tpm 600 st. 2,9 (CL)",Mobilon 22 K,44f48 test. Z  recy. 50%  PA 66,580,14000,2,"1,13",8 x 1 gg + 23 h (379),8,"47,38",,440,370,,23,,,,
X21-2297V2ZN1,"Cr22/78f24 Z tpm 600 st. 3,4 (DE)",Creora 22 C-100,78f24 test. S PA 6,600,13000,"2,96","0,73",8 x 2 gg + 20 h (544),8,68,,400,,,23,,,,
X21-2298ZN,"Cr22/83f144 Z tpm 800 st. 3,2 (DC)",Creora 22 H350,84f144 test. PES,800,12500,"2,27","0,61",20 x 1 gg + 23 h (931),20,"46,55",,550,640,,23,,,,
X21-23599V2DN,"Ly235/44f13x2/78f24x2  dc tpm 780 st. 4,15 (EBF)",Lycra 200 902C,44f13x2- 78f24x2 PA 66,780,14000,"4,33","6,3",7 x 22 h (157),7,"22,42",,922,,,40,,,,
X21-39599V6DN,"Ly395/78f24x2 dc tpm 700 st. 4,6 (EG)",Lycra 395 902C,78f24x2 test. PA 6,700,10800,"5,37","8,23",3 x 1 gg + 14 h (116),3,"40,08",,,685,,40,,,,
X21-39599V7DN0332,"Ly395/78f34x2 dc tpm 700 st. 4,6 (EG) Blu",Lycra 395 902C,78f34x2 test.  PA 66 Blue,700,10800,"5,37","7,94",3 x 1 gg + 14 h (116) /2,3,"40,08",2,,685,,40,,,,
X21-39599V7DN0333,"Ly395/78f34x2 dc tpm 700 st. 4,6 (EG) Grey",Lycra 395 902C,78f34x2 test. PA 66 Grey,700,10800,"5,37","7,94",3 x 1 gg + 14 h (116) /2,3,"40,08",2,,685,,40,,,,
X21-4480S+ZN,"Cr 44/22f7 S+Z tpm 1550 st. 3,2 (DC)",Creora 44 H350,22f7 test. S+Z yees green PA 66,1550,19200,"0,71","0,96",3 x 8 gg (576),3,192,,550,326,9,32,,,,
X21-4480SN,"Cr 44/22f7 S+Z tpm 1550 st. 3,2 (DC)",Creora 44 H350,22f7 test. S+Z yees green PA 66,1550,19200,"0,71","0,96",3 x 8 gg (576),3,192,,550,330,9,,,,,
X21-4480ZN,"Cr 44/22f7 S+Z tpm 1550 st. 3,2 (DC)",Creora 44 H350,22f7 test. S+Z yees green PA 66,1550,19200,"0,71","0,96",3 x 8 gg (576),3,192,,550,330,,32,,,,
X21-4481DN,"Ly 44/11f7 dc tpm 1750 st. 3,8 (DI)",Lycra 44 162C,11f7 poy PA 66,1750,21000,"0,33","0,86",2 x 12 gg + 10 h  (596),2,298,,517,265,,14,,,,
X21-4489V2S+ZN2,"Ly44/44f34 S+ Z tpm 750 st. 3,0 (DA)",Lycra 44 162C,44f34 test. S+Z  PA 66 nero,750,15500,"1,93","1,78",4 x 3 gg (290),4,"72,5",,517,445,22,41,,,,
X21-4489V3S+ZN,"Lycra 44/44f34 S+Z tpm 750 st. 3,0 (DA)",Lycra 44 162C,44f34 test. S+Z PA 6,750,16300,"2,01","1,82",4 x 2 gg + 23 h  (284),4,71,,517,430,22,41,,,,
X21-4489V3SN,"Lycra 44/44f34 S+Z tpm 750 st. 3,0 (DA)",Lycra 44 162C,44f34 test. S+Z PA 6,750,16300,"2,01","1,82",4 x 2 gg + 23 h  (284),4,71,,517,430,22,,,,,
X21-4489V3ZN,"Lycra 44/44f34 S+Z tpm 750 st. 3,0 (DA)",Lycra 44 162C,44f34 test. S+Z PA 6,750,16300,"2,01","1,82",4 x 2 gg + 23 h  (284),4,71,,517,430,,41,,,,
X21-4493ZN,"Cr44/44f34 Z tpm 2000 st. 3,2 (DC)",Creora 44 H350,44f34 test. Z PA 6 GRS,2000,21000,"0,58","0,85",8 x 3 gg + 4 h (609),8,"76,13",,550,110,,41,,,,
X21-4494ZN,"Ly44/17f3  Z tpm 2200 st. 3,6 (DG)",Lycra 44 162C,17f3 parallelo GRS PA 6,2200,21000,"0,45","0,7",3 x 7 gg + 22 h (571),3,"190,33",,517,205,,31,,,,
X21-4495ZN,"Cr44/17f5 Z tpm 2200 st. 3,6 (DG)",Creora 44 H350,17f5 test. Z GRS PA 6,2090,21000,"0,45","0,7",3 x 9 gg + 22 h (714),3,238,,550,260,,32,,,,
X21-4496S+ZN,"Ly44/44f34 S+Z tpm 650 st. 3,4 (DE)",Lycra 44 162C,44f34 test. S+Z PA 66,650,12500,"1,74","1,46",3 x 4 gg + 22 h (353),3,"117,67",,517,630,22,41,,,,
X21-4499SN1,"K44/13f10 S tpm 1800 st.2,8",Mobilon 44 K,13f10 parallelo PA 66,1800,20200,"0,54","1,11",2 x 10 gg + 23 h (479),2,"239,5",,526,245,9,,,,,
X21-62098DN,"Cr620/78f18 dc tpm 800 st. 5,2 (FC)",Creora 620 H300,78f18 test. Z PA 6,740,11600,"3,6","11,39",1 x 4 gg + 1 h (97),1,97,,1100,815,,40,,,,
X21-7892ZN,"Ly78/167f48 Z TPM 700 st. 3,3 (DD)",Lycra 78 162C,Pes 167f48 test. PES,700,11000,"4,7","2,08",6 x 1 gg + 18 H (254),6,"42,33",,530,690,,25,,,,
X22-0003DN,Mb35-33f12 dc tpm 1000,"Molibdeno gold plated 0,035 mm",PVA 33f12,1000,6000,"0,79","3,78",1 X 8 h (8),1,8,,,11,,RD,,,,
X22-1703DN,"K 17/8f5 dc tpm 3000 st. 2,8 (CI)	Mobilon 17 tipo K	0,273	8f5 parallelo	290	2 x 27 gg (1299)	1	N				",Mobilon 17 K,8f5 parallelo PA 66,3000,21000,"0,15","0,27",2 x 27 gg (1299),2,649,,355,290,,4,,,,
X22-1703DN minispole,"K 17/8f5 dc tpm 3000 st. 2,8 (CI)	Mobilon 17 tipo K	0,273	8f5 parallelo	290	2 x 27 gg (1299)	1	N				",Mobilon 17 K,8f5 parallelo PA 66 minispole,3000,21000,"0,14","0,27",2 x 27 gg (1299),2,649,,355,290,,4,,,,
X22-2005V2ZN vari co,"Ly 20/22f7x2 Z tpm 900 st. 2,9 (CL)",Lycra 20 77FF,22f7x2 test.PA 66 vari colori,900,16000,"1,5","0,75",5 x 2 gg + 21 h (347),2,69,,258,,,23,,,,
X22-2005V2ZN1,"Ly 20/22f7x2 Z tpm 900 st. 2,9 (CL)",Lycra 20 77FF,22f7x2 test. PA 66,900,16000,"1,5","0,75",5 x 2 gg + 21 h (347),2,69,,258,,,23,,,,
X22-2005V2ZN2100,"Ly 20/22f7x2 Z tpm 900 st. 2,9 (CL)",Lycra 20 77FF,22f7x2 test.PA 66 rohweiss,900,16000,"1,5","0,75",5 x 2 gg + 21 h (347),2,69,,258,,,23,,,,
X22-2005ZNV2-3248,"Ly 20/22f7x2  Z  tpm 900 st. 2,9 (CL)",Lycra 20 77FF,22f7x2 test. PA 66,900,16000,"1,5","0,74",2 x 9 gg + 20 h (473),2,70,,258,,,23,,,,
X22-2202S+ZN,"KL22/11f16 S+Z tpm 1400 st. 2,75 (CHF)",Mobilon 22 KL,11f16 miracosmo PA 6,1400,18400,"0,39","0,65",2 x 13 gg + 20 h (662),2,331,,435,300,36,17,,,,
X22-2203S+ZN,Cr22/78f68 ecocare S+Z tpm 600 st- 3.2 (DC),Creora 22 H350,78f68 S+Z PA 66 ecocare,600,12700,"2,94","0,82",8 x 3 gg (580),8,"72,5",,550,775,16,23,,,,
X22-2209ZN,"Cr22/78f68 Z tpm 600 st. 3,2 (DC)",Creora 22 H350,78f68 S PA 6,640,14000,"2,94","0,86",8 x 3 gg (580),8,"72,5",,550,775,,23,,,,
X22-2211V2ZF,"Ro 22/78f24 Z tpm 450 st. 3,2 (DC)",Roica 22 C805,78f24 test. S PA 6 Renycle,450,13600,"4,12","1,25",9 x 2 gg (439),9,48,,550,725,,MIC,3,,,
X22-2211ZF1,"Ro 22/78f24 Z tpm 450 st. 3,2 (DC)",Roica 22 C805,78f24 test. S  PA 6,450,12500,"3,78","1,15",9 x 2 gg +5h (477),9,53,,550,665,,MIC,3,,,
X22-31002V7DN_1,"Cr310/78f68 dc tpm 1200 st. 2,7(CH)",Creora 310 H300D,78f68 test. S Q-Skin PA 66 blu marine,1200,13500,"2,71","7,86",2 x 3 gg + 20 h (92)/2,2,184,2,1100,630,,18-2,,,,
X22-31002V7DN1018,"Cr310/78f68  dc tpm 1200 st. 2,7  (CH)",Creora 310 H300D,78f68 q-skin  PA 66 blu marino,1200,13500,"2,71","7,86",2 x 3 gg + 20 h (92)/2,2,92,2,1100,620,,18-2,,,,
X22-39503DN,"Ly395/167f36 dc tpm 800 st. 4,15 (EBF)",Lycra 395 902C,167f96 test. S PES Nero,780,11250,"5,59","8,52",3 x 1 gg + 13 h (112),3,37,2,,660,,40,,,,
X22-39503DN490,"Ly395/167f36 dc tpm 800 st. 4,15 (EBF)",Lycra 395 902C,167f96 test. S PES Bianco,780,11250,"5,59","8,52",3 x 1 gg + 13 h (112),3,37,2,,660,,40,,,,
X22-4404ZN,"Cr44/78f24x2 Z tpm 600 st. 3,4 (DE)",Creora 44 H350,78f24x2 test.,600,12000,"5,4","1,46",8 x 1 gg + 23 h (375),8,47,,550,922,,41,,,,
X22-4404ZN2,"Cr44/78f18x2 Z tpm 600 st. 3,4 (DE)",Creora 44 H350,78f18x2 test.  PA 6 nero,600,12000,"5,4","1,46",8 x 1 gg + 23 h (375),8,47,,550,922,,41,,,,
X22-4405S+ZN,"Ro 44/44f34 S+Z tpm 600 st. 3,2 (DC)",Roica 44 D845,44f34 S+Z recy. PA 66,580,12000,"1,94","1,61",3 x 4 gg + 20 h (350),3,"87,5",,580,670,16,23,,,,
X22-4405SN,"Ro 44/44f34 S+Z tpm 600 st. 3,2 (DC)",Roica 44 D845,44f34 S+Z recy. PA 66,580,12000,"1,94","1,61",3 x 4 gg + 20 h (350),3,"87,5",,580,670,16,,,,,
X22-4405ZN,"Ro 44/44f34 S+Z tpm 600 st. 3,2 (DC)",Roica 44 D845,44f34 S+Z recy. PA 66,580,12000,"1,94","1,91",3 x 4 gg + 20 h (350),3,"87,5",,580,670,,23,,,,
X22-4407ZN,"Ly 44/22f7 Z tpm 1400 st. 3,7 (DH)",Lycra 44 162C,22f7 test. S PA66,1360,21000,"1,03","0,8",3 x 7 gg (504),3,168,,517,350,,32,,,,
X22-4408V2DF,"Ly 44/33f34 dc tpm 1150 st. 2,1 (CB)",Lycra 44 162C,33f34 test. S PA 66,1150,14500,"0,83","1,51",4 x 3 gg + 11 h (332),4,83,,517,225,,7,3,,,
X22-4408V2DF/SAND,"Ly 44/33f34 dc tpm 1150 st. 2,1 (CB)",Lycra 44 162C,33f34 test. S PA 66 sand,1150,14500,"0,83","1,55",4 x 3 gg + 11 h (332),4,83,,517,225,,7,3,,,
X22-47001DN/SAND,"Ro 470/33f34 dc  tpm 1030 stiro 5,0 (FA)",Roica 470 HS-C701,33f34 test. S PA 66 sand,1030,16000,2,"8,44",1 x 4 gg + 23 h (119),1,119,,1000,435,,40,,,,
X22-47001DN/SAND 230,"Ro 470/33f34 dc  tpm 1030 stiro 5,0 (FA)",Roica 470 HS-C701,33f34 test. S PA 66 sand,1030,16000,2,"8,44",2 x 2 gg + 12 h (119),2,60,,1000,230,,40,,,,
X22-47001DN/SAND 230,"Ro 470/33f34 dc  tpm 1030 stiro 5,0 (FA)",Roica 470 HS-C701,33f34 test. S PA 66 sand,1030,16000,2,"8,44",2 x 2 gg + 12 h (119),2,60,,1000,230,,40,,,,
X22-62003DN2,"Cr 620/78f18x2 dc tpm 1000 st. 3,6 (DG)",Creora 620 H300,78f18x2 test  PA 6 nero,1000,11500,"45,52","12,07",2 x 1 gg + 21 h (92),2,46,,1100,540,,40,,,,
X22-7801DN,"Ly 78/13f5 dc tpm 2100 stiro 3,2 (DC)",Lycra 78 162C,13f5 parallelo PA 66,2100,20000,"0,39","1,32",1 x 16 gg + 18 h (402) /2,1,402,2,530,355,,33,,,,
X22-7806S+ZN,"Ly 78/44f72 Z tpm 900 st. 4,0 (EA)",Lycra 78 162C,44f72 test PES,850,13000,"1,59","1,9",3 x 3 gg + 21 h (278),3,93,,530,400,RD,RD,,,,
X22-7810S-ZN354,"Ly78/50f42 S+Z tpm 110 st.3,5 (EC)",Lycra 78 162C,50f42 PP S+Z silver,1050,13500,"1,45","1,61",2 x 6 gg + 21 h (330),2,165,,530,675,25,25,,,,
X22-7810S-ZN354 4 ci,"Ly 78/50f42 s+Z tpm 1100 st. 3,5 (EC)",Lycra 78 162C,50f42 PP S+Z silver,1050,13500,"1,45","1,61",4 x 3 gg + 11 h (332),4,83,,530,340,25,25,,,,
X23-1299DN mini,"Ly 12/8f5 dc tpm 2600 st. 2,6 (CG)",Lycra 12 777F,8f5 parallelo PA 66 minispole,2500,20200,"0,13","0,22",2 x 23 gg + 21 h  (1146),2,573,,250,233,,4,,,,
X23-13097V5ZF,"Cr 130/33f20 par Z tpm 900 st. 4,2 (EC)",Creora 130 C810,33f20 parallelo PA 66,800,16000,"1,94","3,59",3 x 3 gg + 21 h  (279),3,93,,,372,,26,21,,,
X23-13097V8ZF,"Cr 130/33f20 par Z tpm 900 st. 4,2 (EC)",Creora 130 C810,33f20 parallelo PA 66,800,13000,"1,6","2,98",3 x 4 gg + 16 h  (335),3,112,,,365,,26,21,,,
X23-13097ZF,"Cr 130/33f20 par Z tpm 900 st. 4,2 (EC)",Creora 130 C810,33f20 parallelo PA 66,855,13500,"1,53","2,83",3 x 4 gg + 22 h  (353),3,118,,,372,,26,21,,,
X23-1399ZN2,"Cr13/44f34 Z tpm 500 st. 2,8 (CI)",Creora 13 H350,44f34 test. S  PA 66 nero,500,14000,"2,13","0,72",6 x 1 gg + 22 h (278),6,46,,200,,,23,,,,
X23-2279ZF,"Ro 22/78f24 Z tpm 400 st. 3,5 (DF)",Roica 22 B835,78f24 S renycle 100% PA 6,400,11300,"3,82","1,07",8 x 1 gg + 23 h (374),8,47,,400,650,,MIC,3,,,
X23-2280S+ZN,"s22/22f7 S + Z tmp 1550 st. 3,2 GRS (DC)",ELASTOMERO 22 spandex,22f7 par. recy. 100% PA 6,1550,21000,"0,6","0,65",5 x 6 gg + 21 h (826),5,165,,500,325,39,3,,,,
X23-2282S+ZN,"s22/22f7 S + Z tmp 1550 st. 3,2 GRS (DC)",ELASTOMERO 22 spandex,22f7 text s+z 100% recy. PA 6,1550,20000,"0,6","0,52",5 x 7 gg + 22 h (950),5,190,,500,355,39,3,,,,
X23-2288S+ZN,"K22/22f10 innergy S+Z tpm 1400 st. 2,75 (CHF)",Mobilon 22 K,22f10 test. S+Z innergy PA 66,1400,19200,"0,66","0,69",3 x 8 gg + 20 h (635),3,212,,440,405,39,3,,,,
X23-2288S+ZN 16000,"K22/22f10 innergy S+Z tpm 1400 st. 2,75 (CHF)",Mobilon 22 K,22f10 test. S+Z innergy PA 66,1400,16000,"0,66","0,69",4 x 7 gg + 22 h (760),4,190,,440,360,39,3,,,,
X23-2288S+ZN 8 giorn,"K22/22f10 innergy S+Z tpm 1400 st. 2,75 (CHF)",Mobilon 22 K,22f10 test. S+Z innergy PA 66,1400,19200,"0,66","0,69",4 x 7 gg + 22 h (760),4,190,,440,360,39,3,,,,
X23-2295S+ZN,"Cr 22/22f10 S+Z ecocare tpm 1550 st. 3,4 (DE)",Creora 22 H350,22f10 S+Z ecocare PA 66,1550,20200,"0,63","0,52",5 x 7 gg + 5 h (948),5,190,,550,370,39,3,,,,
X23-2299V3ZF,"Ro 22/78f24 Z tpm 450 st. 3,5 (DF)",Roica 22 HP-P835,78f24 test. S PA 6,450,12300,"3,7","1,03",8 x 2 gg (386),8,48,,400,650,,MIC,3,,,
X23-2299V5ZF,"Ro 22/78f24 Z tpm 400 st. 3,5 (DF)",Roica 22 B835,78f24 test. S PA 6,400,11300,"3,82","1,07",8 x 1 gg + 23 h (374),8,47,,400,650,,MIC,3,,,
X23-2299ZF,"Ro 22/78f24 Z tpm 450 st. 3,2 (DC)",Roica 22 HP-P835,78f24 test. S PA 6,450,12500,"3,78","1,15",7 x 2 gg + 1 h (347),7,48,,400,677,,MIC,3,,,
X23-31094DN3813,"Ly310/78f68 dc tpm 1500 st. 3,8",Lycra 310 162C,78f68 test. S  PA 66 charcoal,1500,13500,"1,93","4,55",2 x 4 gg + 18 h (230)/2,2,115,2,1046,620,,,,,,
X23-3398V2S+ZN,"Cr 33/44f34 riciclato S+Z tpm 1200 st. 2,8",Creora 33 H350A,44f34 S+Z recy. 60% PA 66,1150,14000,"1,07","0,81",6 x 4 gg + 21 h  (705),6,117,,0,,,,,,,
X23-3399S+ZF,"Ly 33/13f7 S+Z tpm 1750 st. 3,1",Lycra 33 962L,13f7 POY PA 66,1750,19300,"0,43","0,64",3 x 10 gg + 18 h (775),3,258,,0,266,23,21,9,,,
X23-3399SF,"Ly 33/13f7 S+Z tpm 1750 st. 3,1",Lycra 33 962L,13f7 POY PA 66,1750,19300,"0,43","0,64",3 x 10 gg + 18 h (775),3,258,,0,266,20,,9,,,
X23-3399ZF,"Ly 33/13f7 S+Z tpm 1750 st. 3,1",Lycra 33 962L,13f7 POY PA 66,1750,19300,"0,43","0,75",3 x 10 gg + 18 h (775),3,258,,0,266,,21,9,,,
X23-39597DN-114800,"Ly395/167f144 dc tpm 800 st. 4,15 (EBF)",Lycra 395 902C,167f144 PES BIANCO,780,11250,"5,6","8,5",3 x 1 gg + 13 h (112) /2,3,112,2,,660,,40,,,,
X23-39598DN,"Ly 395/78f18x2 dc tpm 1000 st. 3,6 (DG)",Lycra 395 902C,78f18x2 test. PA 6,1000,11500,"3,98","7,83",2 x 2 gg + 22 h (70),2,70,,,820,,40,,,,
X23-39598DN2999,"Ly 395/78f18x2 dc tpm 1000 st. 3,6 (DG) NERO",Lycra 395 902C,78f18x2 test. PA 6,1000,11500,"3,98","7,83",2 x 2 gg + 22 h (70),2,70,,,820,,40,,,,
X23-4489DN,"roica 44/44f13x2/56f34x2 dc tpm 500 st. 2,8 (CI)",Roica 44 C805,44f13x2 test./56f34x2 PA 66,500,11700,"4,06","2,08",5 x 2 gg + 0 h  (240),5,48,,500,625,,7,,,,
X23-4491DF1,"Ly 44/33f34 dc tpm 1150 st. 2,1 (CB)",Lycra 44 162C,33f34 test. S+Z PA 66,1150,14000,"0,9","1,46",3 x 4 gg + 22 h  (353),3,118,,517,320,,7,3,,,
X23-4491DF366,"Ly 44/33f34 dc tpm 1150 st. 2,1 (CB)",Lycra 44 162C,33f34 test. S+Z  PA 66 sand 366,1150,14000,"0,9","1,46",3 x 4 gg + 22 h  (353),3,118,,517,320,,7,3,,,
X23-4493S+ZF,"Ly 44/22f20 S+Z tpm 1600 st. 3,7",Lycra 44 162C,22f20 parallelo PA 66,1570,18500,"0,62","0,8",3 x 8 gg + 23 h  (644),3,215,,517,351,9,32,9,,,
X23-4493SF,"Ly 44/22f20 S+Z tpm 1600 st. 3,7",Lycra 44 162C,22f20 parallelo PA 66,1570,18500,"0,62","0,8",3 x 8 gg + 23 h  (644),3,215,,517,351,9,,9,,,
X23-4493ZF,"Ly 44/22f20 S+Z tpm 1600 st. 3,7",Lycra 44 162C,22f20 parallelo PA 66,1570,18500,"0,62","0,8",3 x 8 gg + 23 h  (644),3,215,,517,351,,32,9,,,
X23-4496V2ZN2,"Ly44/78f70 Z tpm 1000 st. 3,7 (DH)",Lycra 44 162C,78f70 test. S PA 6 nero,1000,13000,"1,86","0,89",5 x 4 gg + 21 h (584),5,117,,517,750,,23,,,,
X23-4496V2ZN2 16000,"Ly44/78f70 Z tpm 1000 st. 3,7 (DH)",Lycra 44 162C,78f70 test. S PA 6 nero,1000,16000,"2,29","1,09",10 x 1 gg + 23 h (474),10,47,,517,375,,23,,,,
X23-4499S+ZN,"Cr 44/44f34 S+Z tpm 900 st. 3,2 (DC)",Creora 44 H350,44f34 S+Z yees green recy. 100% PA 6,870,17500,"1,82","1,56",5 x 2 gg + 22 h (351),5,70,,550,390,,,,,,
X23-47097DN1,"Ro 470/33f34 dc  tpm 1030 stiro 5,0 (FA)",Roica 470 HS-C701,33f34 test. S+Z PA 66,1030,16000,"2,02","8,42",2 X 2 gg + 12 h (119),2,"59,5",,1000,220,,42,,,,
X23-47097DN366,"Ro 470/33f34 dc  tpm 1030 stiro 5,0 (FA)",Roica 470 HS-C701,33f34 test. S+Z  PA 66 sand 366,1030,16000,"2,02","8,42",2 X 2 gg + 12 h (119),2,"59,5",,1000,220,,40,,,,
X23-6198ZN cr.295 gr,Cr 61/44f13 Z tpm 900 st. 4 (EA),Creora 61 H350,44f13 test. S PA 66,855,15400,"1,62","1,68",2 x 3 gg + 19 h (182),2,91,,555,450,,25,,,,
X23-7890DF minispole,"Ly78/11f5 miracosmo DC tpm 1900 stiro 3,64 (DEG)",Lycra 78 162C,11f5 miracosmo PA 6 minispole,1900,19000,"0,34","1,21",2 x 9 gg + 2 h (435),2,217,,530,155,,33,4,,,
X23-7892DN mini,"Ly 78/13f7 dc tpm 1750 st. 3,8 (DI)",Lycra 78 166E,13f7 parallelo PA 66 grs minispole,1650,19800,"0,42","1,38",2 x 9 gg (433),2,"216,5",,600,220,,14,,,,
X23-7896DN2,"Ly78/330f72 dc TPM 900 st. 4,0 (EA)",Lycra 78 162C,330f72 test PES nero,500,8000,"8,74","1,75",13 x 23 h (302),13,23,,530,775,,38,,,,
X23-7897ZN-2310,"Ly 78/44f10 S tpm 900 st.4,0 (EA)",Lycra 78 162C,44f10 test. S  PA 6 cammello,855,12300,"1,43","1,59",2 x 6 gg + 22 h (332),2,166,,530,670,,25,,,,
X23-7899ZN,"Cr 78/44f34 Z tpm 600 st.3,2 (DC)",Creora 78 H350A,44f34 renicle test. S recy.,580,12500,"2,42","2,97",2 x 3 gg + 21 h (185),2,93,,0,600,,25,,,,
X23-8397DN,"XLA 83/60/1 dc tpm 635 st.4,2 (EC)",XLA 83 xla,Nomex 60/1,635,8000,"3,56","1,49",12 x 22 h (268),12,22,,400,295,,57,,,,
X24-1301V2S+ZN mini,"Ly 13/11f8 S+Z tpm 2400 st. 2,9 (CL)",Lycra 13 16LL,11f8 miracosmo recy. 83% PA 6 minispole,2250,20600,"0,22","0,22",4 x 19 gg + 20 h (1905),4,476,,411,305,36,17,,,,
X24-1301V2SN,"Ly 13/11f8 S+Z tpm 2400 st. 2,9 (CL)",Lycra 13 16LL,11f8 miracosmo recy. 83% PA 6 minispole,2250,20600,"0,22","0,22",4 x 19 gg + 20 h (1905),4,476,,411,305,36,,,,,
X24-1301V2ZN1 mini,"Ly 13/11f8 S+Z tpm 2400 st. 2,9 (CL)",Lycra 13 16LL,11f8 miracosmo recy. 83% PA 6 minispole,2250,20600,"0,22","0,22",4 x 19 gg + 20 h (1905),4,476,,411,305,,17,,,,
X24-1301V4S+ZN,"Ly 13/11f8 S+Z tpm 2200 stiro 2,7",Lycra 13 16LL,PA 6 11f8 riciclato,2050,20600,"0,24","0,26",4 x 16 gg + 20 h  (1616),4,404,,411,,36,17,,,,
X24-15601S+Z,"Cr 156/44f40 S+Z tpm 900 st. 3,3 (DD)",Creora 156 H350,44f40 S+Z text. PA 66,900,16800,"2,66","5,19",3 x 2 gg + 23 h (212),3,71,,550,,19,19,,,,
X24-15601S+ZF colora,"Cr 156/44f40 S+Z tpm 900 st. 3,3 (DD)",Creora 156 H350,44f40 S+Z text PA 66 colorato,900,13500,"2,14","4,17",2 x 6 gg (288),2,144,,550,605,19,19,3,,,
X24-15601SF,"Cr 156/44f40 S+Z tpm 900 st. 3,3 (DD)",Creora 156 H350,44f40 S+Z text PA 66 colorato,900,13500,"2,14","4,17",2 x 6 gg (288),2,144,,550,605,19,,3,,,
X24-15601ZF,"Cr 156/44f40 S+Z tpm 900 st. 3,3 (DD)",Creora 156 H350,44f40 S+Z text PA 66 colorato,900,13500,"2,14","4,17",2 x 6 gg (288),2,144,,550,605,,19,3,,,
X24-1701S+ZN,"K 17/8f5 S+Z tpm 2400 stiro 2,9",Mobilon 17 K,8f5 parallelo PA 66,2250,20600,"0,2","0,32",2 x 22 gg + 23 h  (1102),2,551,,355,255,36,17,,,,
X24-2001S+ZN,"Ly 20/8f5 S+Z tpm 1900 st. 2,8 (CI)",Lycra 20 77FF,8f5 parallelo PA 66,1810,20800,"0,28","0,5",2 x 10 gg + 20 h  (520),2,260,,258,150,36,17,,,,
X24-2201S+ZN,"s22/22f7 S + Z tmp 1550 st. 3,2 GRS (DC)",ELASTOMERO 22 spandex,22f7 parallelo PA 66,1550,21000,"0,6","0,65",5 x 6 gg + 21 h (826),5,165,,500,325,39,3,,,,
X24-2202S+Z colorati,"Cr 22/44f40 S+Z tpm 900 st. 3,2 (DC)",Creora 22 H350,44f40 S+Z text PA 66 colorato,900,18000,"1,62","0,79",10 x 2 gg + 22 h (698),10,70,,550,390,16,23,,,,
X24-2212ZF,"Cr 22/44f12 grs tpm 800 st 3,2 (DC)",Creora 22 H350,PA 6.6 44f12 test. S  grs 100%,780,15500,"1,6","0,78",10 x 2 gg + 22 h  (703),10,70,,550,384,,MIC,3,,,
X24-2213ZN2,"Cr22/78f70 Z tpm 1000 st.3,2 (DC)",Creora 22 C-100,78f70 test. S PA 6 nero,960,15500,"2,16","0,58",15 x 1 gg + 22 h  (695),15,46,,400,370,,23,,,,
X24-31001DN366,"Ro 310/33f34 dc  tpm 1030 stiro 5,0 (FA)",Roica 310 HS-C701,33f34 test. S+Z  PA 66 sand 366,1030,16000,"1,63","5,59",2 X 3 gg + 18 h (180),2,90,,1000,325,,42-2,,,,
X24-31201DN2,"Cr 312-167f36 dc tpm 900 st. 4,6",XLA 312,167f36 test. PES nero,900,10000,"3,57","4,52",2 x 1 gg + 20 h  (88),2,44,,,520,,,,,,
X24-39501V2DN-W73,"Ly 395-230 airmax dc  tpm 780 st. 3,95",Lycra 395 902C,230 PES optical yellow airmax,730,12000,"8,28","10,21",8 x 0 gg + 12 h  (94),8,12,,,319,,40,,,,
X24-39501V2DN 718,"Ly 395-230 airmax dc st. 3,95 (DLF)",Lycra 395 902-C,PES 230 laser pink airmax,730,12000,"8,28","10,21",8 x 0 gg + 12 h (94),8,12,,,319,,40,,,,
X24-4401S+ZF2,"Ly 44/50f42x2 S+Z tmp 600 st. 3,2",Lycra 44 162C,50f42x2 PP nero,600,11000,"3,33","1,44",8 x 1 gg + 21 h (358),8,45,,517,520,22,41,9,,,
